"kode_captcha","pertanyaan","jawaban"
"1","Berapakah 2+7?","9"
"2","Berapakah 3 x 4?","12"
"3","Berapakah 10-7?","3"
"4","Berapakah 11+13?","24"
"5","Berapakah 5+6?","11"
"kode_dosen","id_user","NIP","NIDN","NIDK","nama_lengkap","alamat","nomor_telp","created_at","updated_at"
"1","2","1910012345678901","1111111111","1111111111","Bayley Cooke",NULL,"081256789012","2021-11-24 16:32:59",NULL
"2","3","1910012345678902","1111111113","1111111113","Orson Alvarez",NULL,"081256789014","2021-11-24 16:32:59",NULL
"3","4","1910012345678903","1111111115","1111111115","Neriah Merrill",NULL,"081256789016","2021-11-24 16:32:59",NULL
"4","5","1910012345678904","1111111117","1111111117","Ebony Wooten",NULL,"081256789018","2021-11-24 16:33:00",NULL
"5","6","1910012345678905","1111111119","1111111119","Michalina Fraser",NULL,"081256789020","2021-11-24 16:33:00",NULL
"6","7","1910012345678906","1111111121","1111111121","Aila Parrish",NULL,"081256789022","2021-11-24 16:33:00",NULL
"7","8","1910012345678907","1111111123","1111111123","Elana Charles",NULL,"081256789024","2021-11-24 16:33:00",NULL
"8","9","1910012345678908","1111111125","1111111125","Alannah Herbert",NULL,"081256789026","2021-11-24 16:33:01",NULL
"9","10","1910012345678909","1111111127","1111111127","Fardeen Pate",NULL,"081256789028","2021-11-24 16:33:01",NULL
"10","11","1910012345678910","1111111129","1111111129","Loretta Porter",NULL,"081256789030","2021-11-24 16:33:01",NULL
"11","12","1910012345678911","1111111131","1111111131","Reyansh Barclay",NULL,"081256789032","2021-11-24 16:33:01",NULL
"12","13","1910012345678912","1111111133","1111111133","Jack Serrano",NULL,"081256789034","2021-11-24 16:33:02",NULL
"13","14","1910012345678913","1111111135","1111111135","Naomi Lara",NULL,"081256789036","2021-11-24 16:33:02",NULL
"14","15","1910012345678914","1111111137","1111111137","Beatriz Portillo",NULL,"081256789038","2021-11-24 16:33:02",NULL
"kode_seksi","kode_matkul","semester","hari","jam","deskripsi"
"1912600000","50050001","3","senin","08:00 - 09:00","Ruang 304"
"1912600001","50050001","3","senin","09:00 - 10:00",NULL
"1912600002","50050002","2","selasa","08:00 - 09:00",NULL
"1912600003","50050002","2","selasa","09:00 - 10:00",NULL
"1912600004","50050003","2","selasa","10:00 - 11:00",NULL
"1912600005","50050003","2","selasa","13:00 - 14:00",NULL
"1912600006","50050004","5","rabu","08:00 - 09:45",NULL
"1912600007","50050004","5","rabu","09:45 - 11:45",NULL
"1912600008","50050005","5","rabu","08:00 - 09:00",NULL
"1912600009","50050005","5","kamis","09:00 - 10:00","Ruang 301"
"1912600010","50050006","2","kamis","08:00 - 09:00",NULL
"1912600011","50050006","2","kamis","09:00 - 10:00",NULL
"1912600012","50050007","6","selasa","08:00 - 09:00",NULL
"1912600013","50050007","6","selasa","09:00 - 10:00",NULL
"1912600014","50050008","5","senin","10:00 - 11:00",NULL
"1912600015","50050008","5","senin","13:00 - 14:00",NULL
"1912600016","50050009","2","jumat","08:00 - 09:45",NULL
"1912600017","50050009","2","jumat","09:45 - 11:45",NULL
"1912600018","50050010","3","jumat","08:00 - 09:00",NULL
"1912600019","50050010","3","jumat","09:00 - 10:00",NULL
"1912600020","50050011","3","selasa","08:00 - 09:00",NULL
"1912600021","50050011","3","rabu","09:00 - 10:00",NULL
"1912600022","50050012","4","kamis","08:00 - 09:00",NULL
"1912600023","50050012","4","kamis","09:00 - 10:00",NULL
"1912600024","50050013","8","kamis","10:00 - 11:00",NULL
"1912600025","50050014","8","kamis","13:00 - 14:00",NULL
"1912600026","50050015","8","kamis","08:00 - 09:45","Ruang 208"
"1912600027","50050000","3","jumat","09:00 - 11:00","telat input"
"kode_reset_pw","username","email","status"
"1","User 6","wkrebs@att.net","belum"
"kode_mhs","id_user","NIM","nama_lengkap","alamat","nomor_telp","created_at","updated_at"
"34","User 34","ijackson@comcast.net","$2b$10$Jkt7805GWQdcLMIReCQdEOsdxOcledHylVw1JHuJQBQ9WRychCXFS","aktif","3",NULL,NULL,"2021-11-24 16:33:43",NULL
"35","User 35","srour@verizon.net","$2b$10$e12oXG5QqCm41Lskbf4qqeAPPiq7h/I6KD/EDvQsWWrIAsS0OvRQm","aktif","3",NULL,NULL,"2021-11-24 16:33:44",NULL
"36","User 36","ovprit@icloud.com","$2b$10$ljjxIuxO0fXh9WMrs1F9ceSg9HI.LxJbKaE//KE1e0wpKTZV0xEN2","aktif","3",NULL,NULL,"2021-11-24 16:33:44",NULL
"37","User 37","rjones@att.net","$2b$10$DyKU6JTfvLPbdcYDWKI1KOkOPwCcZhXZPSf2zlfxCQID8a7G7DpTy","aktif","3",NULL,NULL,"2021-11-24 16:33:44",NULL
"38","User 38","uraeus@me.com","$2b$10$6WCRQXKWWgF1Fy3Vqg3XqOOxuMUOrzReagGltC/RXAfiftmE1E6aW","aktif","3",NULL,NULL,"2021-11-24 16:33:44",NULL
"39","User 39","heckerman@verizon.net","$2b$10$McI3y6qWzOoKQGb/Xx1uDuZZF8VPFlTi.M.44TSZ43XeuFBILI2rO","aktif","3",NULL,NULL,"2021-11-24 16:33:45",NULL
"40","User 40","jaarnial@comcast.net","$2b$10$jwMf1lgHXxkukCEu86K9KeUyGX1O/ufHK/TK2h8USTcZGSGyAncq.","aktif","3",NULL,NULL,"2021-11-24 16:33:45",NULL
"41","User 41","emmanuel@verizon.net","$2b$10$rHs.FyFHZo5.oJKCBchiTucgqBvS5pA/4c4R08cvF754edNEjmzFO","aktif","3",NULL,NULL,"2021-11-24 16:33:45",NULL
"42","User 42","pierce@optonline.net","$2b$10$x7AxR5HFaCEUvfjZQtHc4uD2ABPs1NpKgD/1TcpQ.HJlBWqIDbzcu","aktif","3",NULL,NULL,"2021-11-24 16:33:45",NULL
"43","User 43","lstaf@aol.com","$2b$10$zqZceh/dg6mZXI1CwCys3urdyxdqEG6f3XWahvXpctg3LJsAt0J32","aktif","3",NULL,NULL,"2021-11-24 16:33:45",NULL
"44","User 44","sequin@hotmail.com","$2b$10$ExobBGiRlnF1uSyDpg0KC.DHSHeFYpUtrrhkSQM5Z5m1AG8f6kTvm","aktif","3",NULL,NULL,"2021-11-24 16:33:46",NULL
"45","User 45","avalon@outlook.com","$2b$10$wMZefG9UtLMLcWX5.ST2Ruy8BW40YdBw8zSCoVI1gCBiCXkAz79ou","aktif","3",NULL,NULL,"2021-11-24 16:33:46",NULL
"46","User 46","rjones@outlook.com","$2b$10$Be42hO3iNUYALyTLjg7OkeT4HaNJr9yVKQwp52zyIhUhBdN06/Nge","aktif","3",NULL,NULL,"2021-11-24 16:33:46",NULL
"47","User 47","ismail@gmail.com","$2b$10$0KoYRbt7TMR/NVw55Jq7EObhnN9Ds4tSVvZvs39sMtNa2BCSE83uC","aktif","3",NULL,NULL,"2021-11-24 16:33:46",NULL
"48","User 48","catalog@msn.com","$2b$10$MQIr0VoQ9ALETS8wNicAoOetn1gPFA.FY3EktQblnC3PH/TOfMTr6","aktif","3",NULL,NULL,"2021-11-24 16:33:47",NULL
"49","User 49","alfred@hotmail.com","$2b$10$Uvmd/aBKGr8.33/aRX59/uFW8oguyZMNg35bJsQ9P7KPfP0K4svRi","aktif","3",NULL,NULL,"2021-11-24 16:33:47",NULL
"50","User 50","wildixon@verizon.net","$2b$10$yFwV.kXJJkooCNQZV83YAO0JSNmIkGx6wGx7lM9SAcgZuE5aK4rZe","aktif","3",NULL,NULL,"2021-11-24 16:33:47",NULL
"51","User 51","simone@msn.com","$2b$10$PPYxA03czwVoY/vDdJWunerXgy/TJ4VewKkoZgVUcCf1UwSkGv.Pa","aktif","3",NULL,NULL,"2021-11-24 16:33:47",NULL
"52","User 52","privcan@comcast.net","$2b$10$.H3cbJTUy.oJuEuDw53xY.deLjuiIgBtBa25zFZHtCdV.xBy4kNSS","aktif","3",NULL,NULL,"2021-11-24 16:33:47",NULL
"53","User 53","mstrout@icloud.com","$2b$10$ATeer7hAj4xrJh7QBypkuuVBS2fyc4u.dWDoMvJaaE5nwHOjH8ohe","aktif","3",NULL,NULL,"2021-11-24 16:33:48",NULL
"54","User 54","elmer@yahoo.com","$2b$10$KWFCNDtztCq2.93NFVEHWeVc/72qFZFK4BABWWbyFCBCUoKNXor0e","aktif","3",NULL,NULL,"2021-11-24 16:33:48",NULL
"55","User 55","heidrich@hotmail.com","$2b$10$4Kmr9ChomAp52yiDzU7W8O8Koz9Iil0LI7vbLFJPpIwEyFBBuRkaK","aktif","3",NULL,NULL,"2021-11-24 16:33:48",NULL
"56","User 56","tokuhirom@aol.com","$2b$10$D1Hwa5EPNGW1stqKuGK8iudgvEGqIzKxasYOGQNMyX1vZAmZx7wDW","aktif","3",NULL,NULL,"2021-11-24 16:33:48",NULL
"57","User 57","pereinar@yahoo.com","$2b$10$Si8WTHmGh2iNE6KG.3f1LOvr0MbdviaUqdGhl1mlqxNl1JqnoGkge","aktif","3",NULL,NULL,"2021-11-24 16:33:48",NULL
"58","User 58","formis@mac.com","$2b$10$/NJaEM6s.RK8Mp0BcqcrguSNrRxMZPdedSV3zUztRr08bARMtreHq","aktif","3",NULL,NULL,"2021-11-24 16:33:49",NULL
"59","User 59","johnh@optonline.net","$2b$10$mmxTEKRHrrUM69XoJO6B1.VIIqRfI0ma2AhCMKU0c16miFAQHtmNm","aktif","3",NULL,NULL,"2021-11-24 16:33:49",NULL
"60","User 60","aukjan@yahoo.ca","$2b$10$PEj4rBtxZ6r35l8iRDgXX.TU9THBFRBcbsccdR6vcsr6STdQAyC56","aktif","3",NULL,NULL,"2021-11-24 16:33:49",NULL
"61","User 61","jpflip@msn.com","$2b$10$PE/dJzcBXy.LvHY17EgFD.RMZ7NtHCqhBozETDAw48rzHsRHZIxry","aktif","3",NULL,NULL,"2021-11-24 16:33:49",NULL
"62","User 62","murdocj@mac.com","$2b$10$XkffHCM7yJv32osMTx0iouEcyt8mjJJVVvN0RKT9Jj9GUqg9YWOH.","aktif","3",NULL,NULL,"2021-11-24 16:33:49",NULL
"63","User 63","donev@comcast.net","$2b$10$Mm7AawIRIxMGqmYgE7W04uQeyc8mrapYAvh3ZCCgs5zhYTaEDTOES","aktif","3",NULL,NULL,"2021-11-24 16:33:49",NULL
"64","User 64","hillct@aol.com","$2b$10$8duLTXh/fnO2sJChG6QH6.cLmPlrLYzmppUKh2SdSirETG5ktMDAG","aktif","3",NULL,NULL,"2021-11-24 16:33:50",NULL
"65","User 65","leakin@icloud.com","$2b$10$wVYe2.mN15W9lrfOx0oqM.8O4gCqX55KEUM0nTO1QNIXXnv/yNRY2","aktif","3",NULL,NULL,"2021-11-24 16:33:50",NULL
"66","User 66","frosal@verizon.net","$2b$10$qPEXPuA18esapmd2RiUyDOypCOQTlcrx5uRGcdGKopEtxB/FuawK.","aktif","3",NULL,NULL,"2021-11-24 16:33:50",NULL
"67","User 67","xtang@outlook.com","$2b$10$rF4UpYDpfmUapz5UPYhUJe4vfIvQENBpJLDfTaYj1hbhzmr2Gf6I6","aktif","3",NULL,NULL,"2021-11-24 16:33:51",NULL
"68","User 68","chinthaka@live.com","$2b$10$XPhFEyhTzGFlV7mgFq8t5.AXEjOK8xCHiPHvVuR1/SDGypyLsh206","aktif","3",NULL,NULL,"2021-11-24 16:33:51",NULL
"69","User 69","bruck@icloud.com","$2b$10$zRNT2fjmxLT0bLSruzzux.Auo2Mlz8ElG2bft.KhfvvqhNRXp5u9W","aktif","3",NULL,NULL,"2021-11-24 16:33:51",NULL
"70","User 70","pgottsch@hotmail.com","$2b$10$e4uIWWAjETgWypurT4o9z.OdOp2K6rtPMFapkALV8DZAmrU5xAYwi","aktif","3",NULL,NULL,"2021-11-24 16:33:51",NULL
"71","User 71","kaiser@att.net","$2b$10$28rkCSizSBYiVzw3m9MbHeeKWFSEPq21pNeT5iKitIQlvhMuIIEFu","aktif","3",NULL,NULL,"2021-11-24 16:33:51",NULL
"72","User 72","bockelboy@sbcglobal.net","$2b$10$4EV0dqnp5gwc55r5YvPGPeBBSsP06EytFmbkRxn68e/KR/sZl3aVW","aktif","3",NULL,NULL,"2021-11-24 16:33:52",NULL
"73","User 73","dhrakar@msn.com","$2b$10$X/.0XzScZVvWRF5knWHasOuUdKAKsXQQ9IZ.gMEzGYAA/CFGxjISS","aktif","3",NULL,NULL,"2021-11-24 16:33:52",NULL
"74","User 74","marcs@outlook.com","$2b$10$4pPrxB0GXhbicqlvvrf8OOm3bwoLmxK8IJoeUzLDPdbqOpKBcOK7e","aktif","3",NULL,NULL,"2021-11-24 16:33:52",NULL
"75","User 75","syrinx@yahoo.ca","$2b$10$8VxlR7rSuJ38wnfs731yx.rRFoRA09La1I3PKkAg/LYM7RPRmK6Ye","aktif","3",NULL,NULL,"2021-11-24 16:33:52",NULL
"76","User 76","yzheng@comcast.net","$2b$10$0nkjj1TS5OG8qlRXdCcewuyZ/OgDalx8FiJfwsk6iC7vvvqbUfgIu","aktif","3",NULL,NULL,"2021-11-24 16:33:53",NULL
"77","User 77","kmself@live.com","$2b$10$aDQ9HQ.UzzFwoqUc0DLgQe/RV7XCA9i0ZhNybMxEGS5Tmf0eSuNeS","aktif","3",NULL,NULL,"2021-11-24 16:33:53",NULL
"78","User 78","josephw@yahoo.com","$2b$10$FYGX4giL6doc6lb92nrkSOj1KEke.PkOaeMSA6n1vs1kUdPyZ2bY6","aktif","3",NULL,NULL,"2021-11-24 16:33:53",NULL
"79","User 79","mccurley@me.com","$2b$10$4Cv9xSmvVyOIz/5EWBafvO1KkQRdemGSU6Oin8LON2jnOt.l2xWOW","aktif","3",NULL,NULL,"2021-11-24 16:33:53",NULL
"80","User 80","jbailie@att.net","$2b$10$bhP1PMEdKyjS2ZJQxPern.OuMVr7aecaMk.ulSRUkzeKJt2qfw4Ci","aktif","3",NULL,NULL,"2021-11-24 16:33:54",NULL
"81","User 81","forsberg@optonline.net","$2b$10$iUKOgcNWvmeMLK3/wENE/.YE2z7dGRwRqj5RHtMm6K7Z7fO6Arp2G","aktif","3",NULL,NULL,"2021-11-24 16:33:54",NULL
"82","User 82","crypt@comcast.net","$2b$10$fNmY9.tVojXsZPjx4cBkLOUXIFBasbpAdc/MMZXutNTk8C.YIAF1G","aktif","3",NULL,NULL,"2021-11-24 16:33:54",NULL
"83","User 83","claypool@icloud.com","$2b$10$BMSgpoDR/ODbDoQ5J2gg3./KzribukgYHzS4fbKSgzqM/hhRF/NPa","aktif","3",NULL,NULL,"2021-11-24 16:33:54",NULL
"84","User 84","ideguy@live.com","$2b$10$YdrQInx/HYHxyIO3LvQr..A0tqHEb0GxULlKu4vXIRTzBKBz5Ev/e","aktif","3",NULL,NULL,"2021-11-24 16:33:55",NULL
"85","User 85","bowmanbs@outlook.com","$2b$10$zGAf4itC0SmZyeG2wxdDKO8CDUP1HzwbNzXSXGejhh8w59xIJFRTO","aktif","3",NULL,NULL,"2021-11-24 16:33:55",NULL
"86","User 86","kiddailey@yahoo.com","$2b$10$N4jRcTickJnRV1fBFkMGFeGA8mL1C2atCwrKokrS4S9e4XAE76U4O","aktif","3",NULL,NULL,"2021-11-24 16:33:55",NULL
"87","User 87","snunez@mac.com","$2b$10$KqxGH5j3VWGSC37.27vETOXpqfPWQtQLPWAe.57gNCwEZ0gqFVhVC","aktif","3",NULL,NULL,"2021-11-24 16:33:55",NULL
"88","User 88","ralamosm@yahoo.ca","$2b$10$n1gPYlPnnIw6GCctnfDh4OI6Wqune898sqb0XZ4.HYooW2Lb4OvYm","aktif","3",NULL,NULL,"2021-11-24 16:33:56",NULL
"89","User 89","smallpaul@optonline.net","$2b$10$zldYSXYfdYtxpTcpkkho1etTnH2gHbBPRJlW97mZAVuJkZQ7xDDvq","aktif","3",NULL,NULL,"2021-11-24 16:33:56",NULL
"90","User 90","nicktrig@optonline.net","$2b$10$zlstWlVLI0dImJq20mYUJORi7GrXQyOikjF5F.9rIG7y1oY63aJgK","aktif","3",NULL,NULL,"2021-11-24 16:33:56",NULL
"91","User 91","bancboy@optonline.net","$2b$10$xWZIZPd.lb//YwlMmiB//etrpdA/vpyodcXalJG3wa1Nrd2iX7Bxa","aktif","3",NULL,NULL,"2021-11-24 16:33:56",NULL
"92","User 92","sinkou@mac.com","$2b$10$foVwqMqKXrF3X64kti2Le.e8FOCJSoQMG2Z7/74ngl4tCcf8YjuO2","aktif","3",NULL,NULL,"2021-11-24 16:33:57",NULL
"93","User 93","jsbach@att.net","$2b$10$iZ9At9mTQ3GF5mK9V.8Cl.k1s.5p4sZrFwIK3AbK974IELiV58GE2","aktif","3",NULL,NULL,"2021-11-24 16:33:57",NULL
"94","User 94","mpiotr@outlook.com","$2b$10$8P5k6tcZKlPGtyVELfgp2OjtZqZZyygP1LoiIHi91nyqq6EhGBOA6","aktif","3",NULL,NULL,"2021-11-24 16:33:57",NULL
"95","User 95","amcuri@live.com","$2b$10$GwccEIUbZdl/trlwtDroEekcgvbuTAPilp.bWATvnpjziWRttpd5G","aktif","3",NULL,NULL,"2021-11-24 16:33:57",NULL
"96","User 96","tamas@optonline.net","$2b$10$7yHO.yqEXTL3M197dvXm8eDu4pIEXvHK0R8muInOA51xSivQfWN2q","aktif","3",NULL,NULL,"2021-11-24 16:33:58",NULL
"97","User 97","uncled@live.com","$2b$10$Fk/CpQDZwIw3sfQZeaZs1e1VRZyJHrLlAE6VeJJWx1jSKryye8SKe","aktif","3",NULL,NULL,"2021-11-24 16:33:58",NULL
"98","User 98","mddallara@att.net","$2b$10$4zkl4BOXjSlkKDDGWjaoKO3aZluGECirRMXm1H9sY5M/fyQ7menXm","aktif","3",NULL,NULL,"2021-11-24 16:33:58",NULL
"99","User 99","ehood@icloud.com","$2b$10$mDDYdqb65FZdURFDdThhRe8BMoRDA1A/nZ0MUF0I0oydcVClVYlAC","aktif","3",NULL,NULL,"2021-11-24 16:33:59",NULL
"100","User 100","clkao@me.com","$2b$10$SeIqMB73G7gHpMys29b88OnwxSGCL1Ww1tJvvIU26fv3/7phI4Ak2","aktif","3",NULL,NULL,"2021-11-24 16:33:59",NULL
"101","User 101","breegster@yahoo.com","$2b$10$MSbiRPJPoUrm8zSOH/2ntuS35ABZkit5SQ1ZE3rbqY6Lcy7M8J2ce","aktif","3",NULL,NULL,"2021-11-24 16:33:59",NULL
"102","User 102","leocharre@comcast.net","$2b$10$6Itz0Hgck2hR6OMh3yw2CO4ko.OU1uQ9j5DEYq8QSjMIwF/kLGq/y","aktif","3",NULL,NULL,"2021-11-24 16:33:59",NULL
"103","User 103","thrymm@live.com","$2b$10$A24aZAhal4X79U/7ZsGE8ecR/wzSNNtiKdNsZysGJzTAluZtlvPVW","aktif","3",NULL,NULL,"2021-11-24 16:34:00",NULL
"104","User 104","seemant@msn.com","$2b$10$OVjFnHiqG8tEXATygVqtHO0oQDdT01xwWS0H/UTeRmgttiaPraToq","aktif","3",NULL,NULL,"2021-11-24 16:34:00",NULL
"105","User 105","sagal@att.net","$2b$10$IMDhLlMGNvK2pWDPBVEzOum6IVCOm0E/YwVM3Eupaca3qTlMquzFq","aktif","3",NULL,NULL,"2021-11-24 16:34:00",NULL
"106","User 106","munson@att.net","$2b$10$QFcPKadn9jQoU8VBBoi19e/JJKmInYnEvk.U0/UOkVZd3iciysgvK","aktif","3",NULL,NULL,"2021-11-24 16:34:00",NULL
"107","User 107","dvdotnet@live.com","$2b$10$eMeKGuPdulnuPoI0SWZbV.S07K7XJPh3H6HivWvaV0tvpmvQSsfsK","aktif","3",NULL,NULL,"2021-11-24 16:34:01",NULL
"108","User 108","yangyan@comcast.net","$2b$10$PYJHlXltMi6mLY6gBwMjY.O.TZtREyPqtASxtmzFYfAChGPpusItu","aktif","3",NULL,NULL,"2021-11-24 16:34:01",NULL
"109","User 109","dkeeler@sbcglobal.net","$2b$10$AnaZ.RzPbeSjvNDBz1tEy.HWz3MhcQ6VuPlV5PLoDKAypk7GLiF5G","aktif","3",NULL,NULL,"2021-11-24 16:34:01",NULL
"110","User 110","daveewart@sbcglobal.net","$2b$10$Y.DbimnPn9QHLFRqrY68YeJlh/KfR7hTJifx1Qg.DxEF/pU0A.oUO","aktif","3",NULL,NULL,"2021-11-24 16:34:01",NULL
"111","User 111","erynf@yahoo.ca","$2b$10$9uVq1UwGOXMrZItXUuAawuSOCmSSjhoSqkoDfmCJe.nqp0FBoRvu2","aktif","3",NULL,NULL,"2021-11-24 16:34:02",NULL
"112","User 112","irving@att.net","$2b$10$4KC0VWfJQMeDz3zOWIaFyOr3sj/nKSRf1LlY3ARPK.vrvjDxHVNgC","aktif","3",NULL,NULL,"2021-11-24 16:34:02",NULL
"113","User 113","ghaviv@comcast.net","$2b$10$fDjvbk3cJJ1PoO3.7NPPLeGOYlQkxj.dUZ5v/REiROPVJx80b/iAK","aktif","3",NULL,NULL,"2021-11-24 16:34:02",NULL
"114","User 114","temmink@icloud.com","$2b$10$tl/enhP.O4oCr92MtocSGu4/AifakBkrC0rXO3R7L1O0gIf9cTidy","aktif","3",NULL,NULL,"2021-11-24 16:34:03",NULL
